UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,temp_gap,power,wear_rate,heat_stress,stress_index
9605,H39018,H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,11.199999999999989,62206.0,0.04153940134392181,425.59999999999957,2584.0
9606,M24465,M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0,11.200000000000045,56243.6,0.04919137466307277,424.4800000000017,2766.7
9607,L56786,L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0,11.200000000000045,62204.4,0.05424696645253391,497.280000000002,3374.4
9608,L56787,L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0,11.200000000000045,57812.799999999996,0.04964990451941439,412.1600000000016,2870.4
9609,M24468,M,298.9,310.1,1513,41.5,80,0,0,0,0,0,0,11.200000000000045,62789.5,0.05287508261731659,464.8000000000019,3320.0
9610,L56789,L,299.0,310.1,1470,40.3,83,0,0,0,0,0,0,11.100000000000023,59240.99999999999,0.05646258503401361,447.3300000000009,3344.8999999999996
9611,L56790,L,299.0,310.1,1505,41.3,85,0,0,0,0,0,0,11.100000000000023,62156.49999999999,0.05647840531561462,458.4300000000009,3510.4999999999995
9612,L56791,L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0,11.199999999999989,60430.4,0.06075418994413408,472.63999999999953,3671.4
9613,M24472,M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0,11.199999999999989,51675.0,0.05476923076923077,356.1599999999996,2830.2000000000003
9614,L56793,L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0,11.199999999999989,86062.5,0.06681190994916485,699.9999999999993,5750.0
9615,M24474,M,299.1,310.3,1441,43.9,94,0,0,0,0,0,0,11.199999999999989,63259.9,0.0652324774462179,491.6799999999995,4126.6
9616,M24475,M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0,11.199999999999989,62403.6,0.062020460358056265,446.87999999999954,3870.2999999999997
9617,L56796,L,298.9,310.1,1580,37.3,100,0,0,0,0,0,0,11.200000000000045,58933.99999999999,0.06329113924050633,417.76000000000164,3730.0
9618,L56797,L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0,11.199999999999989,53514.799999999996,0.06728232189973615,395.35999999999956,3600.6
9619,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,11.100000000000023,61931.6,0.0718728403593642,475.08000000000095,4451.2
9620,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,11.100000000000023,69986.7,0.0801209372637944,587.1900000000012,5607.4
9621,L56800,L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0,11.100000000000023,67473.0,0.07414965986394557,509.49000000000103,5003.099999999999
9622,M24481,M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0,11.0,39955.5,0.05417276720351391,214.5,2164.5
9623,L56802,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0,11.100000000000023,48796.799999999996,0.06354515050167224,301.9200000000006,3100.7999999999997
9624,L56803,L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0,11.200000000000045,64816.799999999996,0.0855457227138643,535.3600000000022,5544.799999999999
9625,H39038,H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0,11.100000000000023,60023.0,0.07588424437299035,428.4600000000009,4554.8
9626,M24485,M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0,11.100000000000023,70632.5,0.08271687962340282,527.2500000000011,5842.5
9627,M24486,M,299.0,310.0,1341,58.9,126,0,0,0,0,0,0,11.0,78984.9,0.09395973154362416,647.9,7421.4
9628,M24487,M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0,11.100000000000023,54424.200000000004,0.08675184936112978,406.26000000000084,4721.4
9629,H39042,H,299.0,310.0,1569,34.3,132,0,0,0,0,0,0,11.0,53816.7,0.0841300191204589,377.29999999999995,4527.599999999999
9630,H39043,H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0,11.100000000000023,40444.1,0.06673161227471992,218.67000000000044,2698.9
9631,L56810,L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,11.100000000000023,56671.399999999994,0.08970309538850284,397.3800000000008,5083.599999999999
9632,L56811,L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0,11.0,55510.4,0.0861244019138756,365.20000000000005,4780.8
9633,M24492,M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0,11.0,76743.8,0.10919970082273747,631.4,8380.4
9634,H39047,H,299.1,310.1,1421,41.2,149,0,0,0,0,0,0,11.0,58545.200000000004,0.10485573539760731,453.20000000000005,6138.8
9635,L56814,L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,11.099999999999966,75097.5,0.1080701754385965,584.9699999999982,8115.8
9636,L56815,L,299.2,310.2,1609,33.2,156,0,0,0,0,0,0,11.0,53418.8,0.09695463020509633,365.20000000000005,5179.2
9637,L56816,L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0,11.100000000000023,62239.1,0.10484406104844061,458.4300000000009,6525.400000000001
9638,L56817,L,299.2,310.3,1463,38.9,160,0,0,0,0,0,0,11.100000000000023,56910.7,0.10936431989063568,431.7900000000009,6224.0
9639,H39052,H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0,11.099999999999966,62545.7,0.11629576453697056,498.38999999999845,7273.799999999999
9640,L56819,L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0,11.099999999999966,46230.0,0.09681159420289855,297.4799999999991,4475.599999999999
9641,L56820,L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,11.100000000000023,54655.4,0.11162483487450463,400.71000000000083,6100.900000000001
9642,L56821,L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0,11.099999999999966,73573.5,0.12527472527472527,598.2899999999981,9216.9
9643,L56822,L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0,11.100000000000023,63523.6,0.1260932944606414,513.930000000001,8009.900000000001
9644,L56823,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,11.0,61265.4,0.11597084161696487,446.6,7105.0
9645,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,11.099999999999966,53105.4,0.10865561694290976,361.8599999999989,5770.2
9646,L56825,L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0,11.100000000000023,49146.9,0.10234419668381932,311.91000000000065,5029.9
9647,L56826,L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,11.0,50149.4,0.11441213653603034,348.7,5737.7
9648,L56827,L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0,11.0,68526.0,0.12551440329218108,517.0,8601.0
9649,L56828,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,11.0,58339.200000000004,0.1306497175141243,453.20000000000005,7622.000000000001
9650,H39063,H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0,10.899999999999977,54846.700000000004,0.11285455642727821,360.7899999999993,6189.7
9651,M24510,M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0,10.899999999999977,59060.700000000004,0.1336116910229645,447.9899999999991,7891.2
9652,M24511,M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0,10.899999999999977,56880.0,0.12341772151898735,392.3999999999992,7020.0
9653,M24512,M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0,11.0,68894.4,0.13306451612903225,509.29999999999995,9167.4
9654,L56833,L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0,10.899999999999977,76476.1,0.14639475600874,607.1299999999987,11195.700000000003
9655,L56834,L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,10.899999999999977,76962.09999999999,0.1485003657644477,613.6699999999987,11428.899999999998
9656,H39069,H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,10.899999999999977,70834.5,0.143256464011181,539.5499999999988,10147.5
9657,L56836,L,299.0,310.1,1623,33.0,210,0,0,0,0,0,0,11.100000000000023,53559.0,0.12939001848428835,366.30000000000075,6930.0
9658,L56837,L,299.0,310.0,1484,39.6,212,0,0,0,0,0,0,11.0,58766.4,0.14285714285714285,435.6,8395.199999999999
9659,L56838,L,299.0,309.9,1548,34.5,214,0,0,0,0,0,0,10.899999999999977,53406.0,0.13824289405684753,376.0499999999992,7382.999999999999
9660,L56839,L,298.9,309.8,1287,61.9,216,1,0,0,0,1,0,10.900000000000034,79665.3,0.16783216783216784,674.7100000000021,13370.400000000001
9661,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0,10.900000000000034,59995.200000000004,0.15660919540229884,469.7900000000015,9395.8
9662,H39075,H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0,11.0,65464.2,0.15157750342935528,493.9,9922.9
9663,M24522,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0,11.0,48513.0,0.14394904458598726,339.9,6983.4
9664,L56843,L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0,11.0,70028.0,0.15958188153310104,536.8,11175.2
9665,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0,11.099999999999966,72171.59999999999,0.17539863325740318,608.2799999999982,12658.799999999997
9666,L56845,L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0,11.100000000000023,53612.99999999999,0.14472049689440994,369.63000000000073,7758.899999999999
9667,M24526,M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0,11.199999999999989,44112.0,0.12785636561479868,268.7999999999997,5639.999999999999
9668,L56847,L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0,11.100000000000023,66112.8,0.1760355029585799,542.7900000000011,11638.2
9669,L56848,L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0,11.199999999999989,56988.8,0.14823965410747375,394.2399999999996,8448.0
9670,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0,11.199999999999989,50350.9,0.14947498455836936,348.31999999999965,7526.2
9671,L56850,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0,11.199999999999989,51883.0,0.14437869822485208,343.83999999999963,7490.8
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0,11.199999999999989,62269.200000000004,0.17422096317280453,493.9199999999995,10848.6
9673,H39086,H,299.0,310.2,1744,31.5,0,0,0,0,0,0,0,11.199999999999989,54936.0,0.0,352.7999999999996,0.0
9674,M24533,M,299.0,310.1,1593,35.4,5,0,0,0,0,0,0,11.100000000000023,56392.2,0.003138731952291274,392.9400000000008,176.99999999999997
9675,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0,11.099999999999966,50172.0,0.00471976401179941,328.559999999999,236.79999999999998
9676,M24535,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0,11.199999999999989,74245.6,0.007704160246533128,640.6399999999994,572.0
9677,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0,11.100000000000023,39983.2,0.006892895015906681,235.32000000000048,275.59999999999997
9678,L56857,L,299.0,310.1,2033,19.3,15,0,0,0,0,0,0,11.100000000000023,39236.9,0.0073782587309394985,214.23000000000044,289.5
9679,M24538,M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0,11.099999999999966,48079.100000000006,0.009935710111046173,311.90999999999906,477.7000000000001
9680,L56859,L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0,11.099999999999966,53373.2,0.012515644555694618,370.7399999999989,668.0
9681,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0,11.0,45834.799999999996,0.011615628299894404,266.2,532.4
9682,M24541,M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0,11.0,62692.799999999996,0.0169971671388102,488.4,1065.6000000000001
9683,L56862,L,299.1,310.0,1394,46.6,27,0,0,0,0,0,0,10.899999999999977,64960.4,0.019368723098995694,507.939999999999,1258.2
9684,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,11.0,75463.2,0.021674140508221227,620.4,1635.6000000000001
9685,H39098,H,298.9,309.9,1376,51.0,32,0,0,0,0,0,0,11.0,70176.0,0.023255813953488372,561.0,1632.0
9686,L56865,L,299.0,310.0,1360,48.1,37,0,0,0,0,0,0,11.0,65416.0,0.027205882352941177,529.1,1779.7
9687,L56866,L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0,11.0,60480.200000000004,0.026244952893674293,447.70000000000005,1587.3000000000002
9688,M24547,M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0,11.0,52108.4,0.024863553668890235,347.6,1295.6
9689,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,11.0,62335.200000000004,0.03218727139722019,501.6,2006.4
9690,L56869,L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0,11.100000000000023,81039.0,0.033773861967694566,660.4500000000014,2737.0
9691,M24550,M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0,11.100000000000023,54112.0,0.031578947368421054,395.1600000000008,1708.8
9692,L56871,L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0,11.0,50465.799999999996,0.032237673830594185,350.9,1626.8999999999999
9693,M24552,M,299.0,310.0,1667,30.0,53,0,0,0,0,0,0,11.0,50010.0,0.03179364127174565,330.0,1590.0
9694,L56873,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0,11.100000000000023,48758.4,0.03307737743650325,319.6800000000007,1612.8
9695,L56874,L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0,11.100000000000023,52070.6,0.03720333547145606,370.74000000000075,1937.1999999999998
9696,L56875,L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0,11.0,50944.0,0.03768844221105527,352.0,1919.9999999999998
9697,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,11.0,55879.2,0.04415954415954416,437.79999999999995,2467.6
9698,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0,11.0,64291.5,0.04529370134465676,500.5,2912.0
9699,L56878,L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0,11.0,46896.6,0.04028863499699339,310.2,1889.4
9700,L56879,L,298.8,309.8,1508,36.3,69,0,0,0,0,0,0,11.0,54740.399999999994,0.045755968169761276,399.29999999999995,2504.7
9701,M24560,M,298.9,309.8,1353,53.7,71,0,0,0,0,0,0,10.900000000000034,72656.1,0.0524759793052476,585.3300000000019,3812.7000000000003
9702,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,11.0,62964.0,0.04983164983164983,466.4,3137.6
9703,L56882,L,298.9,310.0,1633,31.2,76,0,0,0,0,0,0,11.100000000000023,50949.6,0.04654011022657685,346.3200000000007,2371.2
9704,L56883,L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0,11.100000000000023,61999.200000000004,0.05485232067510549,483.960000000001,3400.8000000000006
9705,L56884,L,298.9,310.1,1577,41.4,80,0,0,0,0,0,0,11.200000000000045,65287.799999999996,0.05072923272035511,463.6800000000019,3312.0
9706,L56885,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0,11.100000000000023,60910.200000000004,0.0553306342780027,456.21000000000095,3370.2000000000003
9707,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,11.100000000000023,51320.5,0.04926686217008798,334.1100000000007,2528.4
9708,L56887,L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0,11.100000000000023,55897.1,0.051206592113007654,365.19000000000074,2862.3
9709,L56888,L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0,11.100000000000023,49420.799999999996,0.05348557692307692,329.67000000000064,2643.2999999999997
9710,M24569,M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0,11.0,51415.6,0.06123822341857335,380.6,3148.6
9711,L56890,L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0,11.0,81896.8,0.07035928143712575,674.3,5762.2
9712,H39125,H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0,11.0,61304.1,0.06717984604618614,471.9,4118.4
9713,M24572,M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0,11.099999999999966,70470.4,0.06936813186813187,537.2399999999983,4888.4
9714,L56893,L,299.1,310.2,1496,45.0,104,0,0,0,0,0,0,11.099999999999966,67320.0,0.06951871657754011,499.49999999999847,4680.0
9715,L56894,L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0,11.0,38069.4,0.0559662090813094,221.10000000000002,2130.6000000000004
9716,L56895,L,299.1,310.1,1373,55.6,108,0,0,0,0,0,0,11.0,76338.8,0.0786598689002185,611.6,6004.8
9717,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0,11.0,62692.4,0.07930785868781542,497.20000000000005,4972.0
9718,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,11.0,66300.0,0.07666666666666666,486.20000000000005,5083.0
9719,L56898,L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0,11.0,55522.200000000004,0.07712590639419907,402.6,4282.2
9720,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0,11.0,73565.8,0.09090909090909091,618.2,6687.8
9721,M24580,M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0,11.0,73956.5,0.08916728076639646,599.5,6594.5
9722,L56901,L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0,11.0,60494.0,0.08322147651006712,446.6,5034.400000000001
9723,H39136,H,298.8,309.8,1911,21.6,126,0,0,0,0,0,0,11.0,41277.600000000006,0.06593406593406594,237.60000000000002,2721.6000000000004
9724,L56903,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0,11.0,53726.4,0.08192620387742339,369.6,4401.6
9725,M24584,M,298.8,309.7,2098,19.0,133,0,0,0,0,0,0,10.899999999999977,39862.0,0.06339370829361296,207.09999999999957,2527.0
9726,M24585,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0,11.0,45449.1,0.08348680171884591,306.9,3794.3999999999996
9727,L56906,L,298.8,309.8,1557,37.2,139,0,0,0,0,0,0,11.0,57920.4,0.0892742453436095,409.20000000000005,5170.8
9728,L56907,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0,11.0,57563.4,0.09650924024640657,433.4,5555.400000000001
9729,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,11.0,52673.100000000006,0.09149072296865003,370.70000000000005,4819.1
9730,L56909,L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0,11.100000000000023,49155.0,0.0855457227138643,321.90000000000066,4205.0
9731,L56910,L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0,11.199999999999989,56077.600000000006,0.09620418848167539,411.0399999999996,5394.900000000001
9732,L56911,L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0,11.199999999999989,68894.40000000001,0.10727141828653708,555.5199999999994,7390.4000000000015
9733,L56912,L,298.9,310.0,2231,17.4,151,0,0,0,0,0,0,11.100000000000023,38819.399999999994,0.06768265351860152,193.14000000000038,2627.399999999999
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,11.200000000000045,61861.799999999996,0.10610263522884882,480.48000000000195,6563.699999999999
9735,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,11.200000000000045,64589.399999999994,0.10699588477366255,496.16000000000196,6910.799999999999
9736,L56915,L,299.0,310.1,1444,47.7,161,0,0,0,0,0,0,11.100000000000023,68878.8,0.11149584487534626,529.4700000000012,7679.700000000001
9737,M24596,M,298.9,310.0,1348,58.2,163,0,0,0,0,0,0,11.100000000000023,78453.6,0.12091988130563798,646.0200000000013,9486.6
9738,L56917,L,298.9,310.0,1791,27.6,166,0,0,0,0,0,0,11.100000000000023,49431.600000000006,0.0926856504745952,306.36000000000064,4581.600000000001
9739,L56918,L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,11.0,57342.0,0.11133200795228629,418.0,6384.0
9740,L56919,L,298.9,310.0,1515,42.9,170,0,0,0,0,0,0,11.100000000000023,64993.5,0.11221122112211221,476.19000000000096,7293.0
9741,M24600,M,298.9,310.1,1655,31.5,172,0,0,0,0,0,0,11.200000000000045,52132.5,0.10392749244712991,352.80000000000143,5418.0
9742,L56921,L,298.9,310.1,1495,42.9,175,0,0,0,0,0,0,11.200000000000045,64135.5,0.11705685618729098,480.48000000000195,7507.5
9743,L56922,L,298.9,310.2,1623,37.2,177,0,0,0,0,0,0,11.300000000000011,60375.600000000006,0.10905730129390019,420.36000000000047,6584.4000000000015
9744,L56923,L,298.9,310.2,1562,42.5,179,0,0,0,0,0,0,11.300000000000011,66385.0,0.11459667093469911,480.25000000000045,7607.5
9745,L56924,L,298.8,310.1,1574,36.2,181,0,0,0,0,0,0,11.300000000000011,56978.8,0.11499364675984752,409.06000000000046,6552.200000000001
9746,L56925,L,298.8,310.0,1611,32.4,183,0,0,0,0,0,0,11.199999999999989,52196.399999999994,0.11359404096834265,362.8799999999996,5929.2
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,11.199999999999989,63976.8,0.13186029935851745,510.7199999999995,8436.0
9748,L56927,L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0,11.300000000000011,70199.4,0.1262660364618501,535.6200000000006,8863.8
9749,M24608,M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0,11.200000000000045,59369.200000000004,0.1311589174184594,461.44000000000193,7786.8
9750,H39163,H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,11.300000000000011,67328.2,0.1294672960215779,513.0200000000006,8716.8
9751,L56930,L,298.7,310.0,1555,32.6,197,0,0,0,0,0,0,11.300000000000011,50693.0,0.12668810289389068,368.3800000000004,6422.2
9752,L56931,L,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,11.299999999999955,46512.0,0.12321981424148606,325.4399999999987,5731.2
9753,L56932,L,298.6,309.8,1561,32.6,201,0,0,0,0,0,0,11.199999999999989,50888.600000000006,0.1287636130685458,365.11999999999966,6552.600000000001
9754,L56933,L,298.5,309.8,1593,35.1,203,0,0,0,0,0,0,11.300000000000011,55914.3,0.12743251726302574,396.6300000000004,7125.3
9755,M24614,M,298.5,309.7,1552,34.0,205,0,0,0,0,0,0,11.199999999999989,52768.0,0.13208762886597938,380.7999999999996,6970.0
9756,H39169,H,298.5,309.7,1561,35.3,208,0,0,0,0,0,0,11.199999999999989,55103.299999999996,0.13324791800128122,395.35999999999956,7342.399999999999
9757,L56936,L,298.6,309.8,1597,35.9,213,0,0,0,0,0,0,11.199999999999989,57332.299999999996,0.13337507827175954,402.0799999999996,7646.699999999999
9758,M24617,M,298.6,309.9,1517,34.0,215,0,0,0,0,0,0,11.299999999999955,51578.0,0.14172709294660515,384.19999999999845,7310.000000000001
9759,L56938,L,298.6,309.8,2271,16.2,218,1,1,0,0,0,0,11.199999999999989,36790.2,0.0959929546455306,181.4399999999998,3531.6
9760,L56939,L,298.5,309.7,1613,36.7,0,0,0,0,0,0,0,11.199999999999989,59197.100000000006,0.0,411.0399999999996,0.0
9761,M24620,M,298.5,309.6,1509,47.3,2,0,0,0,0,0,0,11.100000000000023,71375.7,0.0013253810470510272,525.030000000001,94.6
9762,L56941,L,298.6,309.7,1703,26.1,5,0,0,0,0,0,0,11.099999999999966,44448.3,0.002935995302407516,289.7099999999991,130.5
9763,L56942,L,298.6,309.7,1925,22.1,7,0,0,0,0,0,0,11.099999999999966,42542.5,0.0036363636363636364,245.30999999999926,154.7
9764,M24623,M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0,11.0,48559.5,0.005504587155963303,326.7,267.3
9765,L56944,L,298.5,309.5,1294,66.7,12,1,0,0,1,0,0,11.0,86309.8,0.00927357032457496,733.7,800.4
9766,L56945,L,298.6,309.6,1472,39.1,14,0,0,0,0,0,0,11.0,57555.200000000004,0.009510869565217392,430.1,547.4000000000001
9767,H39180,H,298.6,309.6,1449,42.5,16,0,0,0,0,0,0,11.0,61582.5,0.011042097998619738,467.5,680.0
9768,L56947,L,298.6,309.6,1563,35.0,21,0,0,0,0,0,0,11.0,54705.0,0.013435700575815739,385.0,735.0
9769,L56948,L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0,11.0,57512.700000000004,0.014276846679081317,392.70000000000005,821.1000000000001
9770,L56949,L,298.6,309.6,1386,48.6,25,0,0,0,0,0,0,11.0,67359.6,0.018037518037518036,534.6,1215.0
9771,H39184,H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0,10.899999999999977,50371.200000000004,0.017045454545454544,346.61999999999927,858.6
9772,M24631,M,298.7,309.6,1424,50.4,32,0,0,0,0,0,0,10.900000000000034,71769.59999999999,0.02247191011235955,549.3600000000017,1612.7999999999997
9773,L56952,L,298.5,309.5,1561,34.8,35,0,0,0,0,0,0,11.0,54322.799999999996,0.02242152466367713,382.79999999999995,1217.9999999999998
9774,L56953,L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,10.899999999999977,59124.0,0.023717948717948717,413.1099999999991,1402.3
9775,H39188,H,298.6,309.5,1375,41.0,39,0,0,0,0,0,0,10.899999999999977,56375.0,0.028363636363636365,446.89999999999907,1599.0
9776,M24635,M,298.6,309.5,1684,27.8,44,0,0,0,0,0,0,10.899999999999977,46815.200000000004,0.026128266033254157,303.01999999999936,1223.2
